fecha,tarea,proyecto,bloque,horainicio,horafin,comentario,notas
29/04/2026,Cambio de materiales en ducto del thruster,BLOR,B112,15:30,16:00,Cambio de materiales en ductos de los thrusters,Pantallazo de Miguel  realizado el 7/7/26 donde el 29/04/26 se indica que las bridas de los conductos de cámara de máquinas con espesor 2 mm puede ser brida no estanca
30/04/2026,AOYV,DES,GENERAL,6:47,7:10,AOYV,
30/04/2026,Cambio de materiales en ducto del thruster,BLOR,GENERAL,7:10,10:07,Cambio de materiales en ductos de los thrusters,
30/04/2026,Cambiar materiales ,BLOR,B113,10:07,10:30,Se añaden bridas y juntas,
30/04/2026,Cambio de materiales en ductos,BLOR,B301,10:30,11:47,Cambio de materiales en ductos de los thrusters,
30/04/2026,Cambio de materiales en ductos,BLOR,B302,11:47,12:08,Cambio de materiales en ductos,
30/04/2026,Cambio de materiales en ductos,BLOR,B113,12:08,12:28,Cambio de materiales en ductos,
30/04/2026,Cambio de dos soportes,BLOR,B112,12:28,12:38,Cambio de dos soportes al bloque correcto 2SM2,
30/04/2026,Cambio de materiales en ductos,BLOR,B113,12:38,13:18,Cambio de materiales en ductos,
30/04/2026,CAB,DES,GENERAL,13:18,13:21,CAB,
30/04/2026,Cambio de materiales en ductos,BLOR,B113,13:21,14:51,Cambio de materiales en ductos,
30/04/2026,Excel formulario para cálculo pesos,PROG,GENERAL,14:51,15:00,Excel formulario para cálculo pesos,
30/04/2026,COMIDA,COM,GENERAL,15:00,15:30,COMIDA,
30/04/2026,Excel formulario para cálculo pesos,PROG,GENERAL,15:30,15:34,Excel formulario para cálculo pesos,
30/04/2026,Cambio de materiales en ductos,BLOR,B113,15:34,16:00,Cambio de materiales en ductos,
04/05/2026,AOYV,DES,GENERAL,6:43,7:04,AOYV,
04/05/2026,Cambio de materiales en ductos,BLOR,B113,7:04,7:53,Cambio de materiales en ductos 1402  1403,
04/05/2026,Cambio de materiales en ductos,BLOR,B113,7:53,9:58,Cambio de materiales en ductos  1405  F303  F302  F306  F301  3301,
04/05/2026,Reunión por Teams con Miguel,BLOR,GENERAL,9:58,10:06,Varios  cambio de nomenclatura de soportes a thruster no son XXM  son XXE,
04/05/2026,Cambio de materiales en ductos,BLOR,B113,10:06,10:25,Cambio de materiales en ductos,
04/05/2026,Emplazamiento de bridas y juntas en ductos,BLOR,B113,10:25,15:00,Emplazamiento de bridas y juntas en ductos,
04/05/2026,COMIDA,COM,GENERAL,15:00,15:30,COMIDA,
04/05/2026,Emplazamiento de bridas y juntas en ductos,BLOR,B113,15:30,15:47,Emplazamiento de bridas y juntas en ductos,
04/05/2026,Varios excel,PROG,GENERAL,15:47,16:03,Varios excel,
05/05/2026,AOYV,DES,GENERAL,6:44,6:58,AOYV,
05/05/2026,Emplazamiento de bridas y juntas en ductos,BLOR,B113,6:58,8:16,Emplazamiento de bridas y juntas en ductos,
05/05/2026,Cambio de sitio,DES,GENERAL,8:16,8:41,Cambio de sitio,
05/05/2026,Emplazamiento de bridas y juntas en ductos,BLOR,B113,8:41,9:16,Emplazamiento de bridas y juntas en ductos,
05/05/2026,Nueva configuración del ducto vertical del thruster,BLOR,B311,9:16,11:35,Nueva consideración para evitar el thruster  tubería  tecle  etc,
05/05/2026,Reunión por Teams con Miguel,BLOR,GENERAL,11:35,11:53,Varias modificaciones a realizar en B311 y B321,
05/05/2026,Implementación de modificaciones,BLOR,B311,11:53,14:49,Implementación de modificaciones en ducto TEST B311,
05/05/2026,Implementación de modificaciones,BLOR,B321,14:49,15:00,Implementación de modificaciones en ducto TEST B321,
05/05/2026,COMIDA,COM,GENERAL,15:00,15:30,COMIDA,
05/05/2026,Implementación de modificaciones,BLOR,B321,15:30,15:52,Implementación de modificaciones en ducto TEST B321,
05/05/2026,Varios excel,PROG,GENERAL,15:52,16:00,Varios excel,
06/05/2026,AOYV,DES,GENERAL,6:43,7:12,AOYV,
06/05/2026,Implementación de modificaciones,BLOR,B321,7:12,8:05,Implementación de modificaciones en ducto TEST B321,
06/05/2026,Ciberseguridad píldora #12,INT,GENERAL,8:05,8:20,Ciberseguridad píldora #12,
06/05/2026,Modificación de ductos en B321,BLOR,B321,8:20,9:40,Modificación de ductos en B321,
06/05/2026,Modificación de varios ductos,BLOR,B113,9:40,12:42,Modificación de ductos y embridado,
06/05/2026,Reunión por Teams con Miguel,BLOR,GENERAL,12:42,13:02,Modificaciones en B122 con codos de R=1 5xDiamInterior,
06/05/2026,Modificaciones en ductos,BLOR,B113,13:02,15:00,Modificaciones en ductos.,
06/05/2026,COMIDA,COM,GENERAL,15:00,15:30,COMIDA,
06/05/2026,Modificaciones en ductos,BLOR,B113,15:30,16:00,Modificaciones en ductos.,
07/05/2026,AOYV,DES,GENERAL,6:42,7:06,AOYV,
07/05/2026,Modificaciones en ductos,BLOR,B113,7:06,12:11,Modificaciones en ductos  cambio de materiales en función del local del buque  así como cambio a estanco en ductos que van encima de equipos eléctricos,
07/05/2026,Modificaciones en ductos,BLOR,B113,12:11,14:09,Modificaciones en ductos  cambio de materiales en función del local del buque  así como cambio a estanco en ductos que van encima de equipos eléctricos,
07/05/2026,Reunión por Teams con Miguel,BLOR,B113,14:09,14:14,"Habia un problema con en ducto 2501 de 305 mm de diámetro  para poder pasar una de las planchas. Se soluciona dejando la brida suelta.
",
07/05/2026,Modificación de final de brida respecto a una transformación circular,BLOR,B113,14:14,14:29,Modificación de final de brida respecto a una transformación circular. Se trata de una transformación circular  a la cual se le suelda un tramo de conducto  para alojar una brida. Se mantiene el mismo criterio que la parte recta de las transformaciones (5.5 mm),
07/05/2026,Emplazamiento de soportes,BLOR,B113,14:29,15:00,Emplazamiento de soportes  y vistazo en los estándares  de la distancia máxima entre soportes (creo que son  1500 mm),
07/05/2026,COMIDA,COM,GENERAL,15:00,15:30,COMIDA,
07/05/2026,Emplazamiento de soportes,BLOR,B113,15:30,16:01,Emplazamiento de soportes en B113 2501,
08/05/2026,AOYV,DES,GENERAL,6:45,6:54,AOYV,
08/05/2026,Envío de email con incidencia,BLOR,GENERAL,6:54,7:11,Envío de email con incidencia,
08/05/2026,Varios excel,PROG,GENERAL,7:11,8:32,Varios excel,
08/05/2026,Revisión de la checklist excel,BLOR,GENERAL,8:32,9:30,Revisión de los distintos puntos de la checklist,
08/05/2026,Checklist exhaustivo del bloque B102,BLOR,B102,9:30,13:17,Checklist exhaustivo del bloque B102,
11/05/2026,AOYV,DES,GENERAL,6:43,7:17,AOYV,
11/05/2026,Checklist exhaustivo del bloque B102,BLOR,B102,7:17,11:55,Checklist exhaustivo del bloque B102 hasta 3.4,
11/05/2026,Checklist exhaustivo del bloque B102,BLOR,B102,11:55,13:06,Checklist exhaustivo del bloque B102  desde 3.5 hasta final,
11/05/2026,Checklist exhaustivo del bloque B112,BLOR,B112,13:06,13:54,Checklist exhaustivo del bloque B112  ducto 2503,
11/05/2026,Reunión por Teams con Miguel,BLOR,B102,13:54,14:33,"Aclaración de comentarios a dudas del checklist de B102.
- 2.8 Echar otro vistazo.
- 2.0 Similar a anterior.
- 2.11 Volver a comprobar rejillas en dampers.
- 2.12 Se preparó email para enviar a Miguel con las dos consultas.
- 4.2 y 4.3 pendiente de respuesta por parte de Luis (estructuras).
- 4.5 Echarle un vistazo por curiosidad a las penetraciones ya solicitadas.
- 5.1  6.1  6.2  6.3 y 6.4 lo ve Miguel",
11/05/2026,Resumen tareas,BLOR,B102,14:33,14:49,Resumen de tareas de acuerdo a registro anterior.,
11/05/2026,Checklist exhaustivo del bloque B102,BLOR,B102,14:49,15:00,Checklist exhaustivo del bloque B102  puntos pendientes,
11/05/2026,COMIDA,COM,GENERAL,15:00,15:30,COMIDA,
11/05/2026,Checklist B102,BLOR,B102,15:30,16:00,Checklist B102 2.8,
12/05/2026,AOYV,DES,GENERAL,6:41,7:07,AOYV,
12/05/2026,Checklist B102,BLOR,B102,7:07,8:07,Checklist B102 2.8 hasta el final de puntos pendientes por mi parte,
12/05/2026,Checklist B112,BLOR,B112,8:07,10:00,Checklist B112 del 1.1 al final,
12/05/2026,Reunión por Teams con Miguel,BLOR,B112,10:00,10:13,Dudas en B112 y vistazo a nuevas fechas de entrega de bloques,
12/05/2026,Checklist B122,BLOR,B122,10:13,11:28,Checklist B122,
12/05/2026,Checklist B301,BLOR,B301,11:28,15:00,Checklist B301,
12/05/2026,COMIDA,COM,GENERAL,15:00,15:30,COMIDA,
12/05/2026,Checklist B301,BLOR,B301,15:30,16:06,Checklist B301,
5/13/2026,VACACIONES,VAC,GENERAL,6:30,16:00,VACACIONES,
14/05/2026,AOYV,DES,GENERAL,6:39,6:54,AOYV,
14/05/2026,Ver emails,DES,GENERAL,6:54,7:03,Ver emails/teams,
14/05/2026,Checklist B301,BLOR,B301,7:03,7:30,Checklist B301,
14/05/2026,Reinicio del ordenador por actualizaciones críticas,DES,GENERAL,7:30,7:44,Reinicio ordenador por actualizaciones críticas,
14/05/2026,Checklist B301,BLOR,B301,7:44,9:19,Checklist B301,
14/05/2026,Instalación de Visual Studio Code,INFO,GENERAL,9:19,9:28,Instalación de Visual Studio Code,
14/05/2026,Checklist B321,BLOR,B321,9:28,10:19,Checklist B321,
14/05/2026,Instalación de Visual Studio Code,INFO,GENERAL,10:19,10:43,Instalación de Visual Studio Code,
14/05/2026,Checklist B301,BLOR,B301,10:43,10:53,Checklist B321,
14/05/2026,Ciberseguridad píldora #12,INT,GENERAL,10:53,11:00,Ciberseguridad píldora #12,
14/05/2026,Checklist B301,BLOR,B301,11:00,12:00,Checklist B321,
14/05/2026,Checklist B101,BLOR,B101,12:00,12:56,Checklist B101,
14/05/2026,Varios,BLOR,GENERAL,12:56,13:26,Varios,
14/05/2026,Reunión por Teams con Miguel,BLOR,GENERAL,13:26,13:30,Orden de revisión de bloques B311 y checklist  B113 (ver la parte del thruster) y continuar con los bloques superiores de B311 (B313)  B321  B122 y B112,
14/05/2026,Acabado y checklist del B311,BLOR,B311,13:30,14:22,Acabado y checklist de B311,
14/05/2026,Acabado y checklist del B313,BLOR,B313,14:22,15:03,Acabado y checklist del B313,
14/05/2026,COMIDA,COM,GENERAL,15:03,15:33,COMIDA,
14/05/2026,Acabar la inserción de soportes del B313,BLOR,B313,15:33,16:00,Acabar la inserción de soportes del B313,
15/05/2026,AOYV,DES,GENERAL,6:44,7:02,AOYV,
15/05/2026,Acabar la inserción de soportes del B313,BLOR,B313,7:02,8:12,Acabar la inserción de soportes del B313,
15/05/2026,Vistazo a la parte del thruster correspondiente a B313,BLOR,B113,8:12,8:20,Vistazo a la parte del thruster correspondiente a B313,
15/05/2026,Embridado y soportado de ducto thruster B123,BLOR,B123,8:20,10:00,Embridado y soportado de ducto thruster B123,
15/05/2026,Reunión por Teams multidisciplinar,BLOR,GENERAL,10:00,10:08,Intento fallido de reunión por estar Carlos Aparicio ocupado.,
15/05/2026,Embridado y soportado de ducto thruster B123,BLOR,B123,10:08,10:15,Embridado y soportado de ducto thruster B123,
15/05/2026,Reunión por Teams multidisciplinar,BLOR,GENERAL,10:15,10:48,"Puntos tratados:
1- Módulo/caseta (espacio para ventiladores) más a popa.",
15/05/2026,Varios,BLOR,GENERAL,10:48,10:52,Varios,
15/05/2026,Descanso 20',DES,GENERAL,10:52,11:08,Descanso 20',
15/05/2026,Embridado y soportado de ducto thruster B323,BLOR,B323,11:08,12:09,Embridado y soportado de ducto thruster B323,
15/05/2026,Varios excel,PROG,GENERAL,12:09,12:55,Varios excel HVAC,
18/05/2026,AOYV,DES,GENERAL,6:41,7:00,AOYV,
18/05/2026,Revisión general B113,BLOR,B113,7:00,9:11,Revisión general B113,
18/05/2026,Reunión por Teams con Miguel,BLOR,GENERAL,9:11,9:26,"Puntos tratados:
1- Añadir ramal a los -02 partiendo de objetos-->accesorio circular-->T reductora. GS2 color Foran13.
2. En ramal anterior  añadir reguladora (para diametro 305) color Foran 30+ducto de 305 con misma longitud que el de debajo de 254 mm+brida circular no estanca+rejilla para 305 mm
3. Añadir una transformación entre la damper superior el ducto  de modo que la longitud total de la transformación  sea la mitad del ancho/largo del damper. Material CS24 y color 13Foran",
18/05/2026,Inserción de elementos del punto anterior en B313,BLOR,B313,9:26,11:12,"Inserción de elementos anteriores en B313, comprobar siempre número de bloque  ducto  material  espesores",
18/05/2026,Inserción de elementos del punto anterior en B323,BLOR,B323,11:12,13:16,"Inserción de elementos anteriores en B323, comprobar siempre número de bloque  ducto  material  espesores",
18/05/2026,Comprobación en emails las dimensiones modeladas para reguladores de caudal,BLOR,GENERAL,13:16,13:28,Comprobación en emails las dimensiones modeladas para reguladores de caudal,
18/05/2026,Excel varios,PROG,GENERAL,13:28,13:52,Excel programación varios,
18/05/2026,Reunión por Teams con Miguel,BLOR,GENERAL,13:52,14:21,"Puntos tratados.
1- Las damper tienen que ser de DN 315_05 con lo que hay que cambiar el ducto a diámetro exterior 319  espesor 2 mm (GS2).
2- Las transformaciones se pondrán encima de la chapa que atraviesan  dejando 150 mm entre la arista inferior de la transformación circular y la parte superior de la chapa de la estructura.
3- Avisar del cambio del conducto vertical cuando se mueva la transformación circular. A medida que vaya avanzando  avisar a Miguel.",
18/05/2026,Cambio de ductos de 305 a 319 mm de diámetro exterior,BLOR,B113,14:21,15:00,Cambio de ductos de 305 a 319 mm de diámetro exterior,
18/05/2026,COMIDA,COM,GENERAL,15:00,15:30,COMIDA,
18/05/2026,Cambio de ductos de 305 a 319 mm de diámetro exterior,BLOR,B113,15:30,16:00,Cambio de ductos de 305 a 319 mm de diámetro exterior,
19/05/2026,AOYV,DES,GENERAL,6:42,6:55,AOYV,
19/05/2026,Cambio de ductos de 305 a 319 mm de diámetro exterior,BLOR,B113,6:55,8:30,Cambio de ductos de 305 a 319 mm de diámetro exterior,
19/05/2026,Varios,BLOR,B113,8:30,8:32,Varios,
19/05/2026,Cambios de ductos de 305 a 319 diámetro exterior,BLOR,B123,8:32,10:55,Cambio de ductos de 305 a 319 mm de diámetro exterior,
19/05/2026,Cambio de ductos de 305 a 319 mm de diámetro exterior,BLOR,B313,10:55,13:30,Cambio de ductos de 305 a 319 mm de diámetro exterior,
19/05/2026,Revisión de todos los ductos en los bloques de los thrusters,BLOR,B113-B123-B313-B323,13:30,14:09,Revisión de todos los ductos en los bloques de los thrusters,
19/05/2026,Vistazo a B113,BLOR,B113,14:09,14:38,Vistazo a B113,
19/05/2026,"Vistazo a dampers  estándares de los mismos y como ""funcionan""",BLOR,GENERAL,14:38,15:00,"Vistazo a dampers  estándares de los mismos y como ""funcionan""",
19/05/2026,COMIDA,COM,GENERAL,15:00,15:30,COMIDA,
19/05/2026,"Vistazo a dampers  estándares de los mismos y como ""funcionan""",BLOR,GENERAL,15:30,16:00,"Vistazo a dampers  estándares de los mismos y como ""funcionan""",
20/05/2026,AOYV,DES,GENERAL,6:41,6:57,AOYV,
20/05/2026,Ciberseguridad #14,INT,GENERAL,6:57,7:05,Ciberseguridad #14,
20/05/2026,"Vistazo a dampers  estándares de los mismos y como ""funcionan""",BLOR,GENERAL,7:05,8:12,"Vistazo a dampers  estándares de los mismos y como ""funcionan""",
20/05/2026,Vistazo a los estándares HVAC,BLOR,GENERAL,8:12,8:32,Vistazo a estándares HVAC,
20/05/2026,Reunión por Teams con Miguel,BLOR,B123,8:32,8:44,"Varios puntos a resolver con los dampers:
1- Modificar bridas para que coincidan las aristas de la brida con las del damper (normalmente parámetro F=35mm).
2- Juntas  el ala será +4 mm (parámetro F).
3- Rejilla:
  - Se instala sin junta.
  - Medida del damper +30 mm.
  - La rejilla sobresaldrá 5mm desde la tangente de la misma a las     distintas caras de la brida de la damper, OJO  todas las caras.
  - Al insertar el elemento rejilla  esta no se centra en ningún eje  con lo cual  se ha de posicionar a mano una vez insertada.
  - OJO CON EL CENTRADO.
  - Al dar valores a los distintos parámetros  el ancho del marco son 30 mm  no 35 como aparece por defecto.
4- Hay casos donde las damper no se ajustan a las medidas del ducto  porque las damper van de 25 en 25.
  - No se modifica el ducto.
  - Se inserta la damper inmediatamente superior.
  - En ductos donde suceda esto  la rejilla/damper/junta se pondrán en color rojo (12Foran).
   - En casos donde coincide  la brida+junta+damper+rejilla se pondrán en color verde (30Foran).
5- Se empieza en B123",
20/05/2026,Actualización de bridas/juntas/rejillas en dampers,BLOR,B123,8:44,15:02,Actualización de bridas/juntas/rejillas en dampers,
20/05/2026,COMIDA,COM,GENERAL,15:02,15:32,COMIDA,
20/05/2026,Actualización de bridas/juntas/rejillas en dampers,BLOR,B123,15:32,16:00,Actualización de bridas/juntas/rejillas en dampers,
21/05/2026,AOYV,DES,GENERAL,6:43,7:00,AOYV,
21/05/2026,Actualización de bridas/juntas/rejillas en dampers,BLOR,B123,7:00,9:29,Actualización de bridas/juntas/rejillas en dampers,
21/05/2026,Actualización de bridas/juntas/rejillas en dampers,BLOR,B113,9:29,10:27,Actualización de bridas/juntas/rejillas en dampers 1402,
21/05/2026,Actualización de bridas/juntas/rejillas en dampers,BLOR,B113,10:27,10:45,Actualización de bridas/juntas/rejillas en dampers 1403,
21/05/2026,Actualización de bridas/juntas/rejillas en dampers,BLOR,B113,10:45,11:08,Actualización de bridas/juntas/rejillas en dampers 1405,
21/05/2026,Reunión por Teams con Miguel,BLOR,B123,11:08,11:44,"1- Rejillas en 2203 y 2202  medir en vertical  y en el último en horizontal y vertical.
2- En ducto 0001 hay que añadir una damper circular de diámetro 500 pero no existe DN 500_06. PDTE.
3-Ducto 2006 modificar brida y junta del damper a 252x252x39  el conducto es mayor  pero la brida tiene que adaptarse al damper. Esto ocurre en más ductos.
4- Todos los conductos circulares serán espiros  pero ahora no se cambia el conducto (caso de un FXXX añadir igualmente el damper).
5- 2005 la rejilla está volando  hay que ponerla en su posición.
6- Ductos 2003 a 2006 aumentar la longitud del ducto inicial  para que puedan acceder por abajo a la tornillería de la brida  y no tengan problemas con un refuerzo próximo en parte baja del ducto.","1- 2203 OK
2- OK
3-OK
5- OK"
